person_id,age_group,hours_of_sleep,exercise_per_week,income_satisfaction,social_interactions_per_week,stress_level,diet_quality_score,screen_time_hours,urban_rural,employment_status,relationship_status,religious_affiliation,political_alignment,sexual_orientation,music_listening_hours,favorite_tv_genre,pet_ownership,region,happiness_score,high_stress,depression_risk
661,26–40,5.1,5,6.8,2,5.4,6.8,2.8,urban,employed,divorced,muslim,center,homosexual,3.7,sports,yes,north,3.2,no,high
662,41–60,6.0,6,3.1,2,8.6,5.6,3.5,rural,retired,divorced,none,right,heterosexual,3.2,drama,yes,north,3.0,yes,high
663,26–40,5.0,5,9.6,5,6.0,1.8,2.0,suburban,retired,divorced,christian,center,heterosexual,-0.0,comedy,no,west,6.4,no,medium
664,18–25,8.5,6,1.3,3,2.4,6.2,6.4,urban,employed,widowed,none,right,bisexual,1.6,comedy,yes,south,5.7,no,medium
665,41–60,7.1,4,3.0,3,6.6,2.4,4.1,suburban,retired,widowed,christian,right,bisexual,0.8,drama,yes,west,2.1,no,high
666,26–40,9.3,2,1.3,5,5.6,8.3,2.8,rural,retired,married,hindu,other,homosexual,2.4,reality,no,north,5.1,no,medium
667,41–60,8.3,6,9.7,5,1.6,9.4,3.6,suburban,unemployed,widowed,christian,center,heterosexual,1.2,reality,yes,north,5.6,no,medium
668,18–25,8.5,1,8.8,9,6.2,5.3,4.6,urban,unemployed,divorced,christian,center,heterosexual,3.4,comedy,yes,south,6.6,no,medium
669,26–40,6.8,6,9.6,6,1.7,5.0,5.0,suburban,retired,widowed,hindu,center,bisexual,2.7,news,yes,north,7.1,no,low
670,41–60,7.6,5,7.4,11,7.5,5.4,3.1,rural,retired,single,hindu,left,heterosexual,1.3,drama,yes,south,4.8,yes,medium
671,60+,5.9,4,1.2,10,6.9,1.6,5.0,rural,unemployed,single,muslim,right,homosexual,1.9,news,no,north,4.7,no,medium
672,41–60,6.4,2,9.4,4,5.4,3.1,4.0,rural,employed,single,christian,right,bisexual,2.5,drama,yes,south,5.6,no,medium
673,41–60,7.0,1,4.8,4,7.7,9.5,2.8,urban,employed,divorced,hindu,right,other,1.9,drama,yes,south,5.0,yes,medium
674,18–25,4.9,4,4.3,6,3.5,4.1,3.4,urban,retired,single,muslim,center,other,0.9,comedy,yes,east,5.4,no,medium
675,41–60,6.4,0,3.6,3,5.0,6.3,3.1,urban,student,married,muslim,right,other,1.6,comedy,no,east,2.7,no,high
676,18–25,8.0,5,3.6,8,1.1,6.8,6.8,suburban,student,single,none,right,other,1.4,news,yes,south,6.8,no,medium
677,18–25,6.4,1,8.2,8,9.9,8.9,4.2,urban,retired,divorced,hindu,right,bisexual,-0.4,reality,yes,south,5.0,yes,medium
678,18–25,6.1,2,3.3,8,1.5,3.1,5.1,suburban,employed,married,other,right,homosexual,3.0,sports,yes,north,5.5,no,medium
679,41–60,6.5,4,3.0,4,1.9,9.0,5.8,suburban,student,single,hindu,other,other,1.2,news,yes,north,9.2,no,low
680,18–25,7.9,0,7.3,5,5.5,4.5,4.1,urban,unemployed,widowed,hindu,other,other,1.3,drama,yes,east,5.9,no,medium
681,18–25,7.4,1,3.6,3,4.4,9.3,5.4,urban,student,widowed,muslim,center,heterosexual,2.9,sports,yes,north,3.0,no,high
682,18–25,6.7,0,1.1,2,5.8,4.7,4.0,urban,unemployed,divorced,hindu,other,homosexual,2.3,sports,yes,south,4.9,no,medium
683,26–40,7.0,1,9.4,8,8.5,1.9,3.9,suburban,student,divorced,hindu,left,other,1.6,sports,yes,west,3.2,yes,high
684,41–60,8.0,2,3.8,1,2.4,1.5,3.5,suburban,employed,divorced,muslim,other,bisexual,2.2,sports,no,south,2.7,no,high
685,26–40,8.6,1,7.9,6,6.8,9.7,3.3,suburban,retired,married,muslim,left,bisexual,1.4,sports,yes,south,2.6,no,high
686,26–40,6.4,2,5.2,9,1.2,2.1,4.8,rural,retired,divorced,none,center,homosexual,0.7,news,no,north,4.5,no,medium
687,18–25,6.9,1,2.2,7,8.1,5.9,2.4,suburban,retired,single,none,left,other,1.6,comedy,yes,north,3.5,yes,high
688,26–40,8.5,6,7.0,2,8.3,5.7,2.3,urban,unemployed,single,hindu,right,bisexual,1.5,comedy,yes,south,7.0,yes,low
689,18–25,7.6,4,3.1,3,4.4,4.6,5.3,suburban,retired,widowed,hindu,left,heterosexual,1.0,drama,no,north,4.4,no,medium
690,26–40,5.3,1,3.6,1,2.6,4.8,5.7,rural,student,widowed,christian,other,bisexual,0.3,reality,yes,south,7.6,no,low
691,26–40,5.9,1,1.3,3,8.3,5.3,6.5,urban,employed,single,other,left,homosexual,2.0,news,no,south,4.6,yes,medium
692,26–40,6.0,3,1.1,7,9.2,1.9,3.4,suburban,retired,widowed,christian,right,other,-1.0,sports,yes,south,3.0,yes,high
693,41–60,6.5,3,5.6,6,1.7,8.1,1.4,suburban,unemployed,divorced,christian,right,homosexual,2.0,comedy,yes,south,7.5,no,low
694,60+,7.4,1,1.5,4,6.2,4.4,1.2,rural,unemployed,divorced,hindu,right,bisexual,1.5,drama,yes,east,7.3,no,low
695,18–25,9.3,3,2.9,3,9.4,3.2,6.0,suburban,employed,single,muslim,other,other,1.8,sports,yes,north,4.1,yes,medium
696,18–25,6.9,2,9.3,2,6.8,3.9,5.3,urban,employed,married,muslim,center,homosexual,2.1,drama,yes,south,4.1,no,medium
697,41–60,7.8,3,1.7,4,8.4,6.5,4.7,suburban,unemployed,married,other,left,homosexual,2.8,sports,yes,south,5.7,yes,medium
698,18–25,8.4,1,3.6,2,3.1,8.0,5.0,rural,employed,married,muslim,center,other,1.2,sports,no,south,4.7,no,medium
699,26–40,8.8,5,7.5,5,1.9,2.4,5.0,rural,student,widowed,hindu,center,heterosexual,1.4,comedy,yes,north,6.9,no,medium
700,26–40,8.4,0,9.0,4,4.4,6.3,6.8,urban,student,married,muslim,right,bisexual,2.1,comedy,yes,north,4.4,no,medium
701,60+,6.1,5,1.4,8,4.6,4.8,2.4,urban,retired,divorced,none,left,heterosexual,0.7,sports,yes,east,7.1,no,low
702,41–60,5.3,5,2.7,7,8.1,8.8,2.7,suburban,retired,married,other,center,homosexual,0.9,comedy,no,west,5.2,yes,medium
703,18–25,6.2,5,4.5,2,4.7,9.5,4.7,urban,unemployed,single,muslim,other,homosexual,2.3,news,no,east,8.0,no,low
704,18–25,7.2,5,4.2,2,3.1,7.1,5.2,suburban,unemployed,widowed,muslim,other,heterosexual,1.6,sports,yes,south,6.7,no,medium
705,18–25,6.1,0,3.6,3,9.0,6.3,2.2,urban,student,divorced,none,other,bisexual,0.7,comedy,yes,east,1.2,yes,high
706,26–40,5.0,1,3.2,8,8.0,8.0,5.2,urban,employed,divorced,christian,other,homosexual,0.2,drama,yes,north,6.3,yes,medium
707,26–40,5.5,1,3.4,5,7.0,5.5,3.3,urban,retired,single,hindu,other,other,1.8,drama,yes,south,2.6,no,high
708,41–60,10.6,0,2.2,7,2.9,1.5,4.8,urban,employed,widowed,muslim,right,homosexual,2.5,drama,yes,north,5.7,no,medium
709,26–40,6.7,6,2.5,9,2.8,7.3,2.1,urban,retired,single,none,center,homosexual,2.8,reality,no,east,7.8,no,low
710,26–40,9.2,6,6.5,10,5.4,6.2,1.1,suburban,retired,married,none,left,bisexual,0.3,drama,no,west,8.4,no,low
711,26–40,6.7,4,3.6,5,5.8,2.4,4.9,suburban,unemployed,widowed,christian,right,other,2.5,drama,yes,south,7.1,no,low
712,18–25,8.0,3,4.6,7,3.3,2.9,7.0,urban,employed,widowed,muslim,center,heterosexual,0.7,news,yes,south,5.3,no,medium
713,60+,6.8,4,4.7,7,2.1,3.1,4.1,urban,unemployed,divorced,christian,other,heterosexual,4.1,news,yes,west,4.7,no,medium
714,18–25,7.0,2,2.0,7,4.3,7.6,6.7,urban,employed,married,other,left,bisexual,1.6,reality,yes,south,2.4,no,high
715,26–40,7.9,5,8.4,6,4.9,5.7,1.9,suburban,employed,married,none,other,homosexual,0.5,news,yes,north,6.2,no,medium
716,18–25,6.5,6,9.6,3,1.5,1.4,2.7,urban,retired,divorced,hindu,other,homosexual,2.4,comedy,yes,north,2.9,no,high
717,26–40,5.6,5,3.4,7,6.1,8.5,4.7,urban,employed,single,none,left,bisexual,1.9,drama,no,east,4.4,no,medium
718,60+,6.0,0,3.6,4,1.0,6.8,4.8,suburban,retired,divorced,christian,center,homosexual,2.8,comedy,yes,north,5.7,no,medium
719,18–25,6.0,0,7.2,7,2.4,7.6,3.2,rural,retired,single,hindu,left,heterosexual,2.3,reality,yes,east,7.7,no,low
720,26–40,7.1,4,1.7,3,2.3,9.4,4.9,urban,retired,single,hindu,right,heterosexual,4.0,comedy,yes,south,7.1,no,low
721,18–25,4.7,2,9.2,3,7.2,3.3,3.2,urban,student,widowed,none,other,homosexual,1.5,comedy,no,north,4.6,yes,medium
722,41–60,7.4,4,2.1,5,5.4,6.3,4.2,suburban,retired,married,hindu,right,other,3.0,comedy,no,north,6.0,no,medium
723,26–40,8.5,2,7.6,4,8.5,7.8,4.5,suburban,unemployed,married,muslim,right,bisexual,1.2,news,yes,north,5.0,yes,medium
724,41–60,6.4,1,3.6,3,3.4,5.6,6.8,suburban,employed,married,none,right,other,2.3,drama,yes,north,6.7,no,medium
725,26–40,6.2,5,3.9,8,2.9,5.4,2.7,suburban,employed,divorced,christian,other,bisexual,1.4,comedy,yes,north,6.9,no,medium
726,60+,9.4,1,2.3,3,8.2,9.4,4.9,urban,student,divorced,other,other,homosexual,3.3,sports,yes,south,4.8,yes,medium
727,26–40,8.8,0,6.8,5,5.0,3.2,5.3,urban,student,single,christian,center,other,3.1,drama,no,south,6.6,no,medium
728,26–40,7.5,1,8.2,4,3.5,6.9,7.4,rural,student,single,muslim,center,homosexual,2.6,drama,yes,west,5.0,no,medium
729,41–60,6.1,4,9.6,4,4.8,9.7,6.3,urban,unemployed,divorced,other,left,homosexual,2.4,sports,yes,south,4.8,no,medium
730,26–40,7.7,2,4.0,0,4.8,3.0,5.0,suburban,retired,widowed,other,left,bisexual,2.8,reality,yes,south,3.2,no,high
731,18–25,5.8,0,6.6,6,6.1,5.2,1.1,rural,student,divorced,christian,other,bisexual,3.1,reality,yes,east,3.3,no,high
732,26–40,5.4,1,4.7,8,1.3,9.8,4.7,suburban,student,single,none,left,bisexual,2.1,drama,no,west,6.5,no,medium
733,18–25,7.5,0,6.0,4,3.2,1.3,5.7,suburban,employed,widowed,none,right,homosexual,2.7,news,no,east,5.0,no,medium
734,26–40,6.4,0,2.5,3,5.2,6.7,2.4,urban,employed,single,other,center,other,3.9,reality,yes,east,4.3,no,medium
735,26–40,4.6,2,6.2,1,5.9,4.6,2.7,rural,student,divorced,christian,other,bisexual,1.8,reality,yes,east,3.5,no,high
736,18–25,7.7,4,8.6,4,2.4,7.9,6.7,urban,employed,married,christian,center,bisexual,2.3,comedy,no,east,7.7,no,low
737,26–40,8.8,5,8.8,4,2.7,3.9,5.9,suburban,employed,widowed,none,left,heterosexual,1.5,comedy,no,south,8.5,no,low
738,41–60,7.8,4,5.4,7,7.5,4.4,1.7,urban,retired,divorced,muslim,center,homosexual,3.6,reality,no,west,0.3,yes,high
739,26–40,6.4,3,3.1,2,8.1,5.6,4.0,urban,student,widowed,none,center,heterosexual,1.7,news,no,east,1.5,yes,high
740,18–25,4.4,4,8.5,9,1.7,4.1,4.0,rural,student,married,none,left,bisexual,2.6,comedy,no,west,7.1,no,low
741,41–60,7.2,1,10.0,6,9.9,3.3,6.4,suburban,retired,married,muslim,center,heterosexual,4.5,news,no,south,2.5,yes,high
742,41–60,6.2,3,4.4,2,4.9,4.2,6.5,urban,student,divorced,none,other,other,3.2,drama,no,west,6.3,no,medium
743,18–25,5.9,3,9.3,4,6.3,9.2,4.5,rural,student,single,other,right,other,1.7,news,no,west,3.5,no,high
744,26–40,4.7,3,9.9,4,6.3,4.1,2.5,suburban,retired,widowed,other,center,heterosexual,3.0,comedy,yes,south,4.1,no,medium
745,41–60,9.3,3,4.6,6,4.1,9.1,3.4,rural,retired,widowed,other,other,other,2.5,sports,no,north,5.2,no,medium
746,26–40,5.7,4,7.4,3,5.9,2.8,1.3,suburban,student,married,other,right,homosexual,0.1,news,no,east,5.1,no,medium
747,26–40,4.8,6,6.2,4,6.3,7.0,1.7,suburban,employed,divorced,other,other,heterosexual,0.6,reality,no,east,5.1,no,medium
748,26–40,9.0,3,7.5,1,7.8,7.7,8.0,suburban,retired,married,christian,other,homosexual,1.6,news,yes,south,3.4,yes,high
749,41–60,7.0,1,2.4,4,7.0,2.0,3.5,suburban,retired,married,christian,right,other,2.4,news,no,west,4.5,no,medium
750,26–40,6.9,1,4.3,7,5.0,5.9,3.6,urban,unemployed,single,muslim,left,heterosexual,1.3,news,yes,south,5.8,no,medium
751,41–60,7.4,0,1.6,8,2.7,1.1,3.8,suburban,employed,married,hindu,other,heterosexual,2.0,reality,yes,north,4.1,no,medium
752,60+,7.5,6,6.5,8,1.2,9.4,4.2,urban,student,divorced,other,left,bisexual,1.4,news,yes,west,7.6,no,low
753,26–40,7.3,6,9.3,6,6.9,5.7,4.6,suburban,unemployed,married,hindu,left,homosexual,0.9,sports,no,north,7.3,no,low
754,41–60,5.2,1,6.0,3,5.3,1.3,2.6,rural,unemployed,divorced,hindu,center,bisexual,1.5,reality,no,south,4.0,no,medium
755,18–25,5.1,5,1.6,4,9.7,7.1,6.3,suburban,unemployed,married,other,left,bisexual,2.4,sports,no,south,4.4,yes,medium
756,26–40,6.1,0,9.4,3,1.9,9.0,3.0,rural,employed,single,none,other,other,2.6,sports,no,south,4.2,no,medium
757,60+,6.4,1,2.2,8,1.7,7.6,1.4,urban,retired,single,muslim,other,homosexual,1.6,sports,no,north,9.1,no,low
758,18–25,6.6,3,8.9,6,2.6,2.2,1.9,rural,student,married,hindu,right,homosexual,3.8,reality,yes,east,5.4,no,medium
759,18–25,7.3,2,7.4,5,4.4,5.9,4.0,rural,employed,single,none,left,other,1.2,comedy,yes,north,8.1,no,low
760,26–40,6.7,3,6.7,6,2.6,7.6,5.4,rural,unemployed,widowed,none,right,other,2.3,reality,no,north,5.7,no,medium
761,26–40,6.2,4,6.3,12,5.2,8.2,5.2,suburban,employed,widowed,other,other,homosexual,1.5,news,yes,north,5.5,no,medium
762,26–40,7.5,0,2.2,7,4.1,1.1,5.9,rural,student,married,muslim,right,other,1.0,sports,no,south,3.4,no,high
763,18–25,7.9,2,5.5,10,10.0,3.6,2.1,rural,employed,married,other,center,homosexual,0.9,news,no,north,3.9,yes,high
764,18–25,6.0,6,2.8,7,9.7,9.0,6.0,rural,unemployed,single,muslim,right,other,1.9,sports,no,east,5.4,yes,medium
765,26–40,5.4,1,6.1,10,4.3,3.3,4.7,suburban,unemployed,single,other,center,bisexual,0.2,sports,yes,north,5.3,no,medium
766,26–40,7.2,3,5.0,1,8.1,5.3,3.5,rural,retired,married,muslim,center,other,2.5,news,yes,east,4.3,yes,medium
767,26–40,6.5,6,7.1,5,3.2,7.3,2.9,urban,employed,divorced,christian,left,heterosexual,2.5,drama,no,west,7.7,no,low
768,26–40,8.0,0,9.8,7,1.5,9.9,2.6,urban,student,divorced,none,other,other,2.8,sports,yes,east,7.7,no,low
769,26–40,5.8,0,4.2,7,1.4,4.8,4.8,urban,retired,widowed,none,center,heterosexual,4.0,drama,no,south,3.1,no,high
770,18–25,5.6,6,6.6,2,1.3,5.5,4.1,urban,retired,single,none,other,homosexual,2.4,reality,yes,west,5.4,no,medium
771,41–60,6.2,1,8.8,7,7.6,6.0,1.3,suburban,student,single,muslim,right,bisexual,0.7,sports,no,south,2.2,yes,high
772,18–25,7.6,0,1.8,4,4.1,3.1,3.5,suburban,student,widowed,none,right,other,1.5,sports,no,south,5.7,no,medium
773,18–25,6.6,1,8.2,5,8.4,4.3,3.4,rural,employed,divorced,christian,right,homosexual,2.0,reality,no,west,5.3,yes,medium
774,41–60,6.9,6,3.2,7,8.9,4.9,5.8,suburban,unemployed,divorced,christian,right,heterosexual,1.7,news,yes,east,4.4,yes,medium
775,26–40,6.4,1,5.9,4,3.7,1.2,4.5,suburban,retired,widowed,hindu,right,bisexual,0.9,news,yes,south,5.2,no,medium
776,26–40,8.2,3,9.9,4,3.6,1.1,3.4,suburban,retired,married,none,left,homosexual,1.2,drama,no,east,4.7,no,medium
777,26–40,7.6,0,9.9,3,3.8,3.0,2.8,suburban,employed,single,other,left,homosexual,2.5,reality,yes,south,5.7,no,medium
778,26–40,5.2,6,3.8,5,5.3,5.6,4.4,urban,unemployed,married,other,center,homosexual,2.8,sports,no,south,10.0,no,low
779,26–40,8.1,4,2.2,7,1.1,9.6,3.0,rural,employed,married,other,other,homosexual,1.5,drama,yes,west,10.0,no,low
780,60+,7.7,4,9.4,6,1.1,9.8,1.8,suburban,unemployed,divorced,christian,right,other,2.3,news,yes,west,10.0,no,low
781,26–40,8.3,3,9.0,6,7.6,6.8,4.5,suburban,student,married,hindu,other,homosexual,0.3,sports,yes,east,8.1,yes,low
782,26–40,6.4,6,6.5,8,8.3,8.4,3.9,rural,employed,single,hindu,right,homosexual,0.7,news,no,west,6.6,yes,medium
783,41–60,5.9,3,1.3,3,2.8,9.1,3.7,suburban,student,single,christian,center,other,1.9,drama,no,south,8.3,no,low
784,26–40,6.9,1,7.8,7,6.3,8.6,4.1,urban,employed,single,hindu,left,heterosexual,0.4,news,no,north,4.4,no,medium
785,26–40,7.2,6,2.4,8,2.9,5.9,4.8,urban,student,widowed,other,center,bisexual,2.2,news,no,north,8.3,no,low
786,26–40,8.4,4,9.5,6,7.6,7.3,2.0,rural,unemployed,married,other,other,bisexual,0.3,reality,no,north,4.4,yes,medium
787,26–40,7.8,0,4.9,2,4.8,1.0,2.8,suburban,unemployed,married,christian,other,other,3.5,drama,no,north,6.4,no,medium
788,41–60,7.2,4,6.5,5,8.4,6.8,6.2,urban,unemployed,single,other,right,other,3.6,sports,no,east,3.8,yes,high
789,18–25,6.8,3,3.5,5,9.5,4.8,5.7,urban,retired,widowed,muslim,left,heterosexual,3.7,news,no,west,3.9,yes,high
790,41–60,7.0,3,5.3,7,6.0,6.8,7.1,suburban,unemployed,widowed,other,other,bisexual,0.9,news,no,south,4.9,no,medium
791,26–40,6.5,6,7.8,4,9.1,7.2,5.2,rural,employed,divorced,none,center,other,3.0,comedy,yes,north,5.5,yes,medium
792,41–60,7.8,6,5.4,5,1.3,1.9,5.1,urban,unemployed,divorced,christian,center,homosexual,1.3,drama,no,east,7.8,no,low
793,18–25,5.3,6,8.6,7,5.2,8.9,3.9,suburban,retired,single,christian,right,other,-0.3,drama,no,east,4.0,no,medium
794,41–60,7.0,6,7.4,2,5.5,2.6,1.8,rural,student,married,hindu,right,bisexual,1.1,sports,no,south,5.7,no,medium
795,18–25,8.3,1,1.7,2,4.7,1.1,5.0,suburban,retired,married,hindu,left,heterosexual,3.1,reality,yes,west,6.6,no,medium
796,41–60,5.6,0,6.5,5,3.8,4.9,3.9,urban,retired,married,hindu,right,heterosexual,2.4,sports,no,north,4.5,no,medium
797,26–40,9.3,3,6.5,3,7.5,1.8,1.5,suburban,student,widowed,none,center,homosexual,1.3,drama,no,north,5.9,yes,medium
798,41–60,5.7,5,4.4,5,6.0,9.6,4.9,suburban,employed,married,other,right,homosexual,1.8,news,yes,east,3.4,no,high
799,26–40,6.4,0,3.9,7,1.7,3.6,5.7,rural,employed,widowed,christian,center,bisexual,1.3,reality,no,east,3.7,no,high
800,18–25,8.2,4,1.6,6,9.6,3.0,2.8,rural,unemployed,single,other,other,homosexual,1.8,reality,yes,north,6.8,yes,medium
801,26–40,8.7,1,5.0,1,9.0,3.4,3.4,urban,retired,married,hindu,right,bisexual,3.6,drama,no,south,2.7,yes,high
802,26–40,7.4,6,4.0,6,4.2,3.6,4.6,urban,employed,widowed,christian,left,bisexual,1.5,drama,yes,east,5.7,no,medium
803,26–40,7.4,4,9.6,4,3.2,1.6,2.7,rural,unemployed,single,hindu,left,other,4.2,sports,no,east,5.4,no,medium
804,41–60,9.1,6,7.1,7,6.7,5.9,3.8,suburban,retired,single,none,left,homosexual,0.8,comedy,yes,west,6.0,no,medium
805,18–25,5.4,5,5.1,6,1.4,1.2,4.3,suburban,retired,widowed,christian,right,other,2.7,drama,yes,south,1.3,no,high
806,26–40,4.9,3,7.8,3,5.5,7.7,5.2,rural,employed,widowed,hindu,other,other,3.1,drama,no,south,6.3,no,medium
807,26–40,4.7,3,8.0,2,7.1,7.9,4.0,suburban,unemployed,married,hindu,other,bisexual,0.4,sports,yes,east,5.3,yes,medium
808,26–40,6.0,0,5.3,4,4.7,4.6,4.8,suburban,student,divorced,hindu,left,bisexual,2.4,drama,no,west,5.6,no,medium
809,60+,6.1,6,1.7,3,9.8,9.7,3.7,urban,retired,married,none,other,bisexual,0.4,sports,no,east,6.0,yes,medium
810,26–40,7.5,3,8.0,4,7.5,8.0,4.2,suburban,unemployed,divorced,other,center,bisexual,4.2,drama,no,north,4.5,yes,medium
811,18–25,8.2,5,1.8,4,9.4,2.1,4.5,suburban,student,widowed,other,right,other,3.6,news,yes,east,5.1,yes,medium
812,18–25,8.1,0,8.6,1,9.2,9.8,0.3,rural,student,divorced,other,other,heterosexual,2.8,drama,no,east,3.7,yes,high
813,26–40,8.1,5,4.0,8,2.2,8.6,3.0,suburban,employed,widowed,none,other,heterosexual,2.0,comedy,yes,east,8.6,no,low
814,26–40,5.9,2,6.7,6,7.0,7.3,5.7,urban,student,single,other,other,heterosexual,1.4,reality,yes,north,6.4,no,medium
815,18–25,7.5,3,7.7,6,6.4,6.9,1.0,urban,retired,divorced,other,left,bisexual,1.2,sports,yes,west,7.1,no,low
816,18–25,6.1,4,1.3,5,1.5,6.4,4.6,suburban,retired,divorced,none,right,homosexual,3.7,comedy,no,west,6.4,no,medium
817,26–40,7.7,4,4.5,3,3.9,9.9,6.1,suburban,unemployed,single,christian,other,heterosexual,2.2,sports,yes,south,5.3,no,medium
818,26–40,7.1,0,6.4,5,5.8,5.3,5.7,urban,retired,married,hindu,right,other,3.5,comedy,yes,south,4.9,no,medium
819,18–25,8.1,5,8.6,3,5.9,2.5,5.2,urban,employed,divorced,hindu,other,other,3.6,sports,yes,south,5.7,no,medium
820,26–40,9.9,5,7.5,6,8.3,3.7,6.6,suburban,employed,widowed,none,center,bisexual,1.9,sports,no,east,4.7,yes,medium
821,60+,7.0,5,9.1,6,6.3,4.4,5.8,suburban,retired,married,other,right,other,1.8,reality,no,east,7.2,no,low
822,60+,5.7,5,1.7,7,5.2,3.8,3.4,rural,unemployed,single,muslim,right,other,1.7,drama,no,south,5.6,no,medium
823,41–60,5.0,2,1.6,1,7.8,1.3,5.1,suburban,employed,divorced,other,right,heterosexual,1.0,sports,yes,north,4.1,yes,medium
824,41–60,5.9,3,7.4,4,6.1,1.7,1.9,urban,unemployed,single,muslim,center,heterosexual,1.9,sports,no,east,0.5,no,high
825,18–25,8.3,5,4.6,5,9.0,1.0,5.5,suburban,retired,single,hindu,left,other,2.0,reality,yes,north,1.0,yes,high
826,18–25,7.6,1,5.3,7,9.1,7.1,3.9,urban,student,widowed,none,other,heterosexual,2.8,sports,no,north,5.2,yes,medium
827,26–40,7.3,1,6.4,3,6.4,7.0,5.6,rural,employed,single,other,left,other,1.9,sports,yes,east,6.0,no,medium
828,26–40,7.5,6,9.9,4,6.1,1.6,4.4,urban,student,divorced,none,right,other,2.9,news,no,south,4.1,no,medium
829,41–60,7.9,6,1.6,4,7.3,3.8,5.5,urban,employed,single,other,left,heterosexual,2.7,news,yes,west,7.4,yes,low
830,18–25,5.1,4,2.0,5,7.5,3.5,4.2,urban,retired,married,other,right,bisexual,2.9,news,yes,west,5.9,yes,medium
831,26–40,8.2,3,8.5,4,7.5,5.1,3.6,suburban,unemployed,single,other,other,heterosexual,2.2,reality,no,west,4.9,yes,medium
832,26–40,7.5,1,1.2,2,6.6,4.2,4.5,urban,unemployed,divorced,muslim,left,bisexual,2.6,sports,yes,north,5.7,no,medium
833,26–40,5.3,0,5.1,3,7.9,8.4,1.7,urban,unemployed,divorced,none,other,homosexual,2.3,reality,yes,south,5.0,yes,medium
834,26–40,7.4,3,8.0,6,2.3,8.9,3.8,urban,retired,divorced,hindu,other,other,0.2,reality,yes,east,8.9,no,low
835,18–25,5.4,4,2.8,2,8.4,2.9,3.3,suburban,unemployed,married,christian,left,homosexual,1.5,comedy,yes,north,4.1,yes,medium
836,60+,7.6,6,2.7,3,3.8,2.1,1.9,urban,employed,divorced,muslim,center,other,0.9,drama,yes,east,7.0,no,low
837,26–40,7.1,2,3.8,8,9.0,8.6,3.0,urban,student,married,hindu,center,heterosexual,3.8,comedy,no,east,5.6,yes,medium
838,26–40,5.8,0,2.4,8,2.2,5.5,2.1,suburban,retired,single,none,center,homosexual,3.1,drama,no,north,4.1,no,medium
839,18–25,7.5,0,7.1,5,1.0,3.9,1.7,rural,student,married,christian,left,homosexual,2.3,comedy,no,north,3.8,no,high
840,26–40,8.0,5,2.8,8,1.1,1.5,3.1,suburban,employed,single,christian,left,other,2.5,sports,yes,south,5.7,no,medium
841,26–40,6.3,3,3.0,4,2.9,6.5,4.8,suburban,employed,single,none,left,other,3.7,reality,yes,north,7.4,no,low
842,18–25,7.9,6,6.2,4,2.0,2.9,1.8,urban,student,single,muslim,left,bisexual,1.4,comedy,yes,east,6.2,no,medium
843,26–40,6.7,2,9.7,3,6.0,1.3,3.9,suburban,student,divorced,other,center,bisexual,3.5,comedy,no,south,1.6,no,high
844,18–25,8.0,0,9.2,3,5.0,5.0,4.3,urban,employed,married,other,center,heterosexual,4.2,sports,yes,east,1.2,no,high
845,26–40,6.9,2,8.8,5,6.5,6.4,3.8,rural,employed,widowed,other,left,homosexual,2.1,reality,no,south,5.0,no,medium
846,26–40,8.4,4,5.8,5,2.7,2.5,5.3,suburban,employed,divorced,hindu,other,homosexual,1.1,drama,yes,east,7.9,no,low
847,41–60,5.9,0,3.7,4,7.8,6.9,8.7,urban,employed,divorced,none,other,bisexual,1.8,comedy,yes,south,2.7,yes,high
848,18–25,5.9,6,7.4,6,6.5,2.7,6.5,suburban,employed,married,muslim,other,heterosexual,3.3,drama,yes,north,4.9,no,medium
849,18–25,6.1,1,4.5,8,3.0,1.2,3.0,suburban,student,widowed,none,left,homosexual,2.7,news,no,west,3.4,no,high
850,41–60,7.2,6,8.0,9,4.6,2.3,2.6,urban,student,single,christian,center,other,2.3,comedy,yes,east,5.4,no,medium
851,18–25,6.8,4,1.1,4,7.5,6.3,3.3,urban,retired,widowed,hindu,left,other,1.0,reality,yes,east,4.5,yes,medium
852,18–25,7.3,4,5.8,8,7.1,6.7,4.8,urban,unemployed,married,muslim,right,other,2.1,news,yes,south,4.1,yes,medium
